artist_name,track_name,track_id,danceability,energy,acousticness,loudness,tempo,speechiness,era
Monica,Everything To Me,4ZOkuIDN8wRczzu1XUYC4y,0.308,0.529,0.479,-5.319,80.794,0.0874,10s
Ne-Yo,Champagne Life,7p8l7HiPoz90dg423iURKW,0.616,0.741,0.143,-4.155,193.069,0.131,10s
Mary J. Blige,Love No Limit,7gEGhEb1VcCeC6lJWnjI9Z,0.558,0.695,0.165,-7.853,169.564,0.04,90s
Mary Mary,Walking,05kpDKj3MNFtZOlKkfurGG,0.759,0.546,0.13,-6.071,100.085,0.115,10s
Bell Biv DeVoe,Do Me!,3an1aoJKoBXJKoIfdDbVwf,0.722,0.777,0.15,-6.761,107.804,0.0371,90s
Jagged Edge,He Can't Love U,3VEZvzr84WVnoorZ4tlBSw,0.721,0.836,0.112,-3.972,126.279,0.206,90s
Trey Songz,Unusual - feat. Drake,51q0vXgCI2CW9x4K8SdfXS,0.591,0.658,0.182,-5.881,81.933,0.195,10s
Jennifer Lopez,I'm Into You,1l9OdG3g9o3TYcU7xI8yWE,0.507,0.752,0.0191,-4.431,83.013,0.182,10s
Dru Hill,We're Not Making Love No More,0fW2lTbzO1dcd2uahQUtwV,0.555,0.509,0.28,-6.938,113.99,0.036,90s
Janet Jackson,No Sleeep (feat. J. Cole),2j9bG8ErzwDyAr7QljgBBp,0.757,0.47,0.0131,-7.722,88.047,0.125,10s
Usher,Papers,77fP7UixHMYEIFT8NS92Ul,0.802,0.556,0.0339,-5.395,120.047,0.0418,10s
DJ Khaled,I Wish You Would,0n0HybfiBU3YDQNVtWugtm,0.71,0.873,0.0542,-1.289,141.986,0.0524,10s
TQ,Westside,6I3LsZncKrJG9mwv12FCEg,0.685,0.62,0.19,-6.665,82.52,0.0406,90s
Brownstone,Grapevyne,69sIrKE4gd2NdIdstf9Ebh,0.723,0.647,0.0768,-9.178,137.336,0.0317,90s
Shai,Comforter,6vHJpgX1QTYa9SVXankGVR,0.738,0.383,0.00645,-12.761,121.897,0.0302,90s
B.o.B,John Doe (feat. Priscilla),0NIIKjRSjFVfjkgcgWlgQu,0.722,0.697,0.239,-7.083,120.132,0.0404,10s
Tevin Campbell,Always in My Heart,2CD8UvBi01dwnriCM8TivL,0.713,0.677,0.0282,-6.761,124.152,0.0253,90s
Jay Sean,2012 (It Ain't The End),1ERCOXHQcoLSTlgmNTlcrR,0.718,0.801,0.226,-2.581,127.016,0.0386,10s
Nicole Scherzinger,Right There,2X5MRkOPx9PlkodmllL036,0.6,0.807,0.149,-3.845,94.597,0.305,10s
Boyz II Men,Let It Snow,5jFiyUs5R6kHuKbAs0ZU2s,0.697,0.415,0.719,-11.307,124.407,0.0379,90s
Kevon Edmonds,24/7,4rZB2G955dQMcjlb7e3VNB,0.696,0.627,0.0685,-5.629,116.047,0.0334,90s
Wale,"Bag Of Money (feat. Rick Ross, Meek Mill & T-Pain)",1BvTqJLeB9ZeGU01gFzJbh,0.536,0.56,0.0379,-5.668,139.91,0.26,10s
Babyface,This Is for the Lover In You,1blZP5x1XQSqQFpTy12rFh,0.887,0.416,0.0295,-7.346,94.013,0.0518,90s
Fantasia,Bittersweet,7lDO0HIPCt63UJj5b20Dft,0.74,0.81,0.0266,-5.231,129.972,0.0755,10s
Jodeci,Lately,5hIljtQ1fRvDRc1aHdhwWK,0.385,0.317,0.666,-12.71,125.919,0.0569,90s
Mariah Carey,Make It Happen,5UVcgBRW78CCcKCopEGAST,0.811,0.53,0.0067,-8.537,107.853,0.0355,90s
Brandy,Best Friend,0YwUJOHKYxlm5gVfIkl8Ym,0.696,0.49,0.155,-6.631,179.825,0.0347,90s
Kut Klose,I Like,0ymLvEYKBKRlJbGwAZhOqg,0.705,0.439,0.378,-10.246,112.397,0.0263,90s
Hi-Five,I Can't Wait Another Minute,1CeGBbkJeKPojRmlo2gIwq,0.625,0.644,0.357,-8.801,147.435,0.0287,90s
Jessie Ware,"Till The End - From ""Me Before You""",4wuKfMYt9XIDiGCIfloBRR,0.659,0.401,0.755,-10.669,72.942,0.0704,10s
Mase,Lookin' at Me (feat. Puff Daddy),2dieHErJLwG7fOzD8WAtFO,0.743,0.516,0.028,-8.27,188.247,0.397,90s
Usher,Hot Tottie (feat. Jay-Z),1Vot6YSxInL52SGTN0XN9n,0.654,0.866,0.00155,-4.332,87.525,0.286,10s
Monica,The First Night,5rWzxloNXvbRPhlC1O2b6T,0.671,0.766,0.139,-9.218,152.088,0.0634,90s
Babyface,Whip Appeal - 12-inch Version,4D13ulAZI1V7PG7Zg1Ar7r,0.454,0.548,0.309,-7.421,73.011,0.0476,90s
Mariah Carey,Oh Santa!,4eXL9ici1ddorTRr5jJQvm,0.66,0.913,0.0204,-3.597,78.484,0.182,10s
Christina Aguilera,Not Myself Tonight,3WL6Ir05DLu10j7sSMkqQy,0.757,0.812,0.00137,-5.178,120.015,0.0395,10s
Jamie Foxx,Winner,53RmnO2xlpRzDu5OIOdVMZ,0.788,0.613,0.00914,-8.539,89.985,0.25,10s
Toni Braxton,You Mean The World To Me,1d0GYRpnCb0XNQcQdKhfKL,0.595,0.736,0.0964,-6.648,167.669,0.0469,90s
LL Cool J,Loungin (Who Do Ya Luv) - Remix,0UN5OvKlbg06LnZyVk48ll,0.819,0.579,0.459,-9.813,99.945,0.172,90s
Janet Jackson,Black Cat,4tYpYYoOI7WDxbCnPninwE,0.709,0.912,0.131,-7.157,114.964,0.0439,90s
Robin Thicke,Get Her Back,231O3DltLcwtgIKoNbMkrt,0.579,0.287,0.915,-13.642,187.797,0.0828,10s
Jason Derulo,What If,4IBuAtdsM6psUgfhHgoy4e,0.429,0.757,0.14,-2.912,82.517,0.0306,10s
TLC,Ain't 2 Proud 2 Beg,5kVSEpbyuLIVuPM1i2KivC,0.674,0.707,0.00265,-10.799,104.854,0.0343,90s
Montell Jordan,What's On Tonight,1q3C05jegoKRuU1biZtVxv,0.826,0.451,0.3,-11.503,111.859,0.0425,90s
Changing Faces,G.H.E.T.T.O.U.T.,13XNjh0UY5LBsICcoHUdxl,0.71,0.312,0.391,-6.918,108.262,0.0325,90s
Jodeci,Get On Up,1SyR0qHmGNRZQ49Z0rFU4A,0.713,0.578,0.587,-7.799,93.103,0.233,90s
Keith Sweat,How Deep Is Your Love,0KgbwF3wEBvPWPwwTLo9iR,0.574,0.313,0.0526,-14.227,139.94,0.0537,90s
Tevin Campbell,Alone with You,1qlsnDtzryr3yLuocJ00PY,0.593,0.479,0.17,-13.138,155.913,0.051,90s
Mariah Carey,Infinity,3qczyRtur0tILibW9rHBFA,0.55,0.805,0.052,-4.327,134.755,0.0862,10s
Trey Songz,Sex Ain't Better Than Love,1NJoVAf6HvRbAMH1Py2XmN,0.505,0.794,0.152,-3.682,121.303,0.0604,10s
Jennifer Lopez,First Love,5P16LUPtZ1I5t3EqwELD53,0.621,0.708,0.00961,-5.084,100.025,0.0444,10s
Gwen Stefani,Baby Don't Lie,5t54WbqXtMwT5yF1nQSuKz,0.688,0.551,0.0118,-5.49,99.964,0.0315,10s
Whitney Houston,Miracle,6LuRPg5tHDwcyXvEvrtVxP,0.629,0.557,0.278,-9.488,111.009,0.0244,90s
SWV,You're the One,67ZorjDM25q7bETfLbHdfS,0.79,0.608,0.522,-7.151,94.166,0.0363,90s
K-Ci & JoJo,Last Night's Letter,7C1rQOGXv6QOBHvYtmEN1V,0.671,0.68,0.295,-3.875,131.905,0.0345,90s
Whitney Houston,I'm Every Woman - Live from The Bodyguard Tour,1b9pKNP8Z40yhdxdaedb1x,0.581,0.88,0.302,-7.794,119.04,0.0953,90s
Total,Trippin',5QfobfsCZuyPnCzXHKGs9r,0.753,0.831,0.173,-6.431,124.151,0.0958,90s
Blaque,808,1Pqv7l6vxjBxd5fx4bWchC,0.867,0.42,0.00328,-9.478,121.66,0.167,90s
Wale,Focused (feat. Kid Cudi),4w27lZ9zcceZp6rumzGCBx,0.735,0.801,0.275,-5.067,123.094,0.0554,10s
Blackstreet,"Take Me There - From ""The Rugrats Movie"" Soundtrack",4TQOC2AhsD96oPxAC6NB6w,0.578,0.872,0.215,-4.92,95.49,0.0939,90s
Nelly,The Champ,59qnU7ACYRFKQ2O35D5Onb,0.553,0.879,0.24,-4.632,168.088,0.1,10s
Brandy,Missing You,0BP2RFjKRSmNtkJW3f1nhR,0.581,0.505,0.231,-5.434,135.594,0.0309,90s
H-Town,Emotions,2wqSycuLuGlQgzV1aA6Myu,0.584,0.444,0.147,-11.424,117.987,0.0407,90s
Gerald Levert,Thinkin' Bout It,4DDhR1Zd6WYbNiCd13Uu4i,0.734,0.659,0.0983,-5.191,116.485,0.0711,90s
Mary J. Blige,Take Me As I Am,4gGYiGsxhPYpsGIttWLwlT,0.599,0.565,0.0663,-4.663,82.251,0.0334,10s
Atlantic Starr,Masterpiece,2sm3HfTCt3O6R6qUc5f6xb,0.642,0.448,0.492,-10.418,137.831,0.0259,90s
After 7,Can't Stop,1TYt5etb427hvOod3EKJA5,0.727,0.811,0.245,-11.547,97.098,0.0385,90s
New Edition,Hit Me Off,0yNCFwihschpOwSgK31f2O,0.716,0.704,0.179,-4.652,88.986,0.143,90s
Total,No One Else (feat. Da Brat),2IOQOWr4P14saZqZlM7k84,0.782,0.515,0.185,-8.215,182.19,0.3,90s
Ginuwine,None Of Ur Friends Business,6t8JpJtI0PgVRSuMDGWZlH,0.83,0.414,0.243,-11.136,99.234,0.197,90s
Whitney Houston,My Name Is Not Susan,7623p8KZ24WTeO0NeIb4tV,0.781,0.899,0.178,-7.875,101.126,0.0558,90s
Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,0.515,0.479,0.544,-7.458,88.964,0.0261,10s
Ella Mai,Trip,6CTWathupIiDs7U4InHnDA,0.477,0.61,0.225,-5.628,79.882,0.144,10s
Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,0.574,0.758,0.0969,-5.029,144.111,0.0621,10s
Kehlani,Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,0.61,0.725,0.367,-5.131,146.163,0.15,10s
YK Osiris,Worth It,4XiGKQqbmnMVxDzUj6j3f2,0.764,0.528,0.468,-4.082,123.936,0.0588,10s
Ella Mai,Boo'd Up,0At2qAoaVjIwWNAqrscXli,0.561,0.779,0.0862,-5.107,81.965,0.0531,10s
Daniel Caesar,Best Part (feat. H.E.R.),1RMJOxR6GRPsBHL8qeC2ux,0.524,0.364,0.808,-10.209,75.24,0.0367,10s
Daniel Caesar,Get You (feat. Kali Uchis),7zFXmv6vqI4qOt4yGf3jYZ,0.658,0.294,0.422,-8.533,74.038,0.0321,10s
Tory Lanez,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,51w9Jbat1pLeWINGCpnQUR,0.698,0.66,0.0226,-7.883,159.949,0.052,10s
Camila Cabello,Havana,1rfofaqEpACxVEHIZBJe6W,0.765,0.523,0.184,-4.333,104.988,0.03,10s
Bryson Tiller,Exchange,43PuMrRfbyyuz4QpZ3oAwN,0.53,0.433,0.108,-10.598,160.14,0.185,10s
Queen Naija,Medicine,4lFfMRH0YH4pW5gczTDbNC,0.741,0.37,0.24,-8.437,116.06,0.324,10s
Ella Mai,Shot Clock,2GlATHCDbLW7xq5BE0Bz5g,0.512,0.512,0.654,-6.008,95.11,0.285,10s
Mabel,Don't Call Me Up,5WHTFyqSii0lmT9R21abT8,0.674,0.881,0.296,-2.853,98.994,0.147,10s
Chris Brown,Undecided,7uiBocndm12aKbsdnQ3Scx,0.441,0.527,0.172,-5.318,96.37,0.0966,10s
The Weeknd,Starboy,7MXVkk9YMctZqd1Srtv4MB,0.678,0.588,0.141,-7.015,186.005,0.276,10s
Demi Lovato,Sober,0STK94RxUulYqWzwFlyAb5,0.397,0.303,0.798,-10.413,170.22,0.11,10s
6LACK,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp,0.611,0.466,0.711,-11.361,192.08,0.372,10s
SZA,Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,0.795,0.594,0.111,-6.2,135.002,0.0747,10s
Bryson Tiller,Don't,3pXF1nA74528Edde4of9CC,0.765,0.356,0.222,-5.556,97.001,0.196,10s
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,0.207,-8.824,118.814,0.0453,10s
Alessia Cara,Scars To Your Beautiful,0prNGof3XqfTvNDxHonvdK,0.573,0.739,0.0285,-5.74,97.085,0.129,10s
Miguel,Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,0.674,0.506,0.173,-10.532,145.965,0.0434,10s
Zara Larsson,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,0.665,0.699,0.423,-5.265,124.896,0.0578,10s
Julia Michaels,Issues,7vu0JkJh0ldukEYbTVcqd0,0.728,0.415,0.401,-6.852,114.145,0.0639,10s
The Weeknd,The Hills,7fBv7CLKzipRk6EC6TWHOB,0.58,0.565,0.0671,-7.065,112.986,0.0488,10s
Jhene Aiko,Sativa,2pg2TiYo9Rb8KeB5JjP7jS,0.741,0.61,0.315,-7.34,125.99,0.0512,10s
The Weeknd,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,0.735,0.677,0.0762,-4.979,100.584,0.093,10s
Rihanna,FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y,0.576,0.267,0.878,-5.668,205.888,0.044,10s
Jacquees,You,01jIO8SJFnpSiNLH1JaBZ5,0.735,0.453,0.413,-8.264,115.002,0.0602,10s
H.E.R.,Focus,3tZs3nVjySLbL320lP4mvs,0.415,0.313,0.255,-12.945,84.953,0.0561,10s
Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",7t2bFihaDvhIrd2gn2CWJO,0.805,0.33,0.22,-8.712,121.97,0.1,10s
DJ Khaled,No Brainer,5WvAo7DNuPRmk4APhdPzi8,0.552,0.76,0.0733,-4.706,135.702,0.342,10s
The Weeknd,Die For You,2Ch7LmS7r2Gy2kc64wv3Bz,0.586,0.525,0.111,-7.163,133.629,0.0615,10s
Camila Cabello,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,0.637,0.713,0.181,-4.333,129.923,0.0747,10s
SZA,The Weekend,6gU9OKjOE7ghfEd55oRO57,0.487,0.366,0.241,-9.405,68.191,0.0531,10s
Big Sean,Bounce Back,0SGkqnVQo9KPytSri1H6cF,0.77,0.567,0.105,-5.698,81.477,0.175,10s
TLC,No Scrubs,1KGi9sZVMeszgZOWivFpxs,0.743,0.675,0.0251,-4.267,92.909,0.0953,90s
Frank Ocean,Thinkin Bout You,7DfFc7a6Rwfi3YQMRbDMau,0.716,0.35,0.41,-11.094,129.842,0.0537,10s
Miguel,Sure Thing,0JXXNGljqupsJaZsgSbMZV,0.684,0.603,0.0275,-8.127,81.0,0.0989,10s
SZA,Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,0.684,0.683,0.13,-7.366,112.856,0.177,10s
Meghan Trainor,Like I'm Gonna Lose You,2YlZnw2ikdb837oKMKjBkW,0.63,0.53,0.4,-7.259,108.038,0.0434,10s
Alessia Cara,How Far I'll Go - Alessia Cara Version,1ehPJRt49h6N0LoryqKZXq,0.317,0.562,0.124,-9.609,181.1,0.395,10s
The Weeknd,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,0.705,0.769,0.112,-5.526,107.939,0.0426,10s
The Weeknd,Often,4PhsKqMdgMEUSstTDAmMpg,0.569,0.629,0.218,-9.837,134.035,0.0485,10s
6LACK,PRBLMS,4AtZRwSR8BOTTQg5ihSggt,0.417,0.58,0.0307,-4.574,68.58,0.207,10s
GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy),15EPc80XuFrb2LmOzGjuRg,0.728,0.607,0.133,-8.417,129.938,0.132,10s
DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",1jYiIOC5d6soxkJP81fxq2,0.599,0.667,0.0533,-4.267,80.984,0.0367,10s
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,0.803,0.585,0.103,-5.861,105.017,0.0432,10s
PARTYNEXTDOOR,Come and See Me (feat. Drake),1wZqJM5FGDEl3FjHDxDyQd,0.717,0.347,0.0511,-10.265,84.987,0.0636,10s
Jeremih,oui,0PJIbOdMs3bd5AT8liULMQ,0.715,0.703,0.192,-3.825,119.749,0.0503,10s
Rihanna,Stay,1dEy9Pl81QopSxNsPxXQxv,0.619,0.324,0.949,-10.146,111.927,0.0271,10s
The Weeknd,Wicked Games,6VwBbL8CzPiC4QV66ay7oR,0.658,0.591,0.00959,-5.197,114.078,0.0309,10s
The Weeknd,I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,0.773,0.819,0.426,-5.946,92.99,0.118,10s
Demi Lovato,Confident,0Mn3amMRMoabaoTf1Publ4,0.606,0.763,0.00182,-6.197,130.018,0.0669,10s
Pia Mia,Do It Again,72Bz4ciRZPBcVSw0nrZDHi,0.714,0.559,0.0299,-6.543,95.979,0.0515,10s
Zara Larsson,Never Forget You,6hmhG1b4LEyNuashVvuIAo,0.583,0.732,0.00312,-5.728,145.992,0.0457,10s
Jacquees,B.E.D.,1B6TmCvKjC4dopBohVW51x,0.739,0.536,0.00368,-6.501,122.022,0.0587,10s
The Weeknd,Party Monster,4F7A0DXBrmUAkp32uenhZt,0.572,0.631,0.188,-8.389,77.519,0.104,10s
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2l8w0zZVn4AZNuzrht7MRT,0.262,0.606,0.247,-6.646,189.857,0.0484,10s
Meghan Trainor,NO EXCUSES,7fCNUWi6uflDTQ08srxMZk,0.827,0.658,0.0224,-3.846,115.016,0.0517,10s
The Weeknd,Reminder,37F0uwRSrdzkBiuj0D5UHI,0.705,0.505,0.142,-6.923,160.043,0.192,10s
Grace,You Don't Own Me,6KI1ZpZWYAJLvmVhCJz65G,0.332,0.635,0.159,-5.653,186.249,0.0898,10s
Jessie J,Bang Bang,0puf9yIluy9W0vpMEUoAnN,0.706,0.786,0.26,-3.417,150.035,0.0909,10s
The Weeknd,Acquainted,7uJH0YdSZL6psjxI6Xy08b,0.372,0.477,0.484,-9.838,101.097,0.0497,10s
Mariah Carey,Always Be My Baby,2aBxt229cbLDOvtL7Xbb9x,0.649,0.531,0.457,-8.335,78.946,0.0363,90s
Blackstreet,No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,0.868,0.646,0.303,-4.674,88.641,0.288,90s
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,0.075,-3.862,98.064,0.109,10s
Alessia Cara,Here,1wYZZtamWTQAoj8B812uKQ,0.376,0.821,0.0785,-3.974,120.462,0.104,10s
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),45XhKYRRkyeqoW3teSOkCM,0.613,0.681,0.0287,-3.089,97.621,0.0778,10s
Trey Songz,Slow Motion,4NYwy0R3NdvORX2B6OZXBT,0.733,0.408,0.679,-7.834,94.947,0.0388,10s
Britney Spears,...Baby One More Time,3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,0.202,-5.745,92.96,0.0307,90s
The Weeknd,Earned It (Fifty Shades Of Grey),4frLb7nWtsz2ymBE6k2GRP,0.647,0.291,0.408,-8.275,119.839,0.0363,10s
Mariah Carey,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,0.335,0.625,0.164,-7.462,150.277,0.0386,10s
Tory Lanez,Say It,2Gyc6e2cLxA5hoX1NOvYnU,0.546,0.529,0.0862,-10.511,107.331,0.0583,10s
B.o.B,HeadBand (feat. 2 Chainz),2LvRR121MWFmmEGkuV2vQP,0.919,0.506,0.132,-7.14,97.465,0.304,10s
Alicia Keys,Girl On Fire,4esOae7i4rqTbAu9o5Pxco,0.482,0.706,0.135,-5.762,92.494,0.0609,10s
Alessia Cara,Wild Things,2ZyuwVvV6Z3XJaXIFbspeE,0.741,0.626,0.02,-4.826,108.029,0.0886,10s
B.o.B,Airplanes (feat. Hayley Williams),6lV2MSQmRIkycDScNtrBXO,0.66,0.867,0.11,-4.285,93.033,0.116,10s
Rihanna,We Found Love,6qn9YLKt13AGvpq9jfO8py,0.734,0.766,0.025,-4.485,127.986,0.0383,10s
SoMo,Ride,1CI6YgwwNq3VfhgxPuEpE6,0.696,0.53,0.398,-7.554,114.943,0.0487,10s
Frank Ocean,Novacane,4osgfFTICMkcGbbigdsa53,0.764,0.509,0.0726,-9.208,93.505,0.104,10s
Tank,When We,2HWelwHQS4EdRqIycZOc3O,0.635,0.324,0.165,-9.51,117.863,0.0769,10s
Meghan Trainor,Me Too,3KwwE4sgCzMaKWq6QBebmX,0.934,0.694,0.0962,-5.849,123.829,0.101,10s
Demi Lovato,Heart Attack,1V6gIisPpYqgFeWbMLI0bA,0.504,0.785,0.0738,-4.802,173.968,0.104,10s
Chris Brown,Ayo,0k6DnZMLoEUH8NGD5zh2SE,0.823,0.563,0.0399,-5.095,98.031,0.0443,10s
The Weeknd,True Colors,1oGdVdYjeQvojGKDddxLQQ,0.624,0.424,0.284,-8.237,76.669,0.24,10s
Camila Cabello,Crying in the Club,1SJtlNRJDeYHioymcvsqev,0.334,0.617,0.334,-5.834,85.227,0.383,10s
Jeremih,Planez,08zJpaUQVi9FrKv2e32Bah,0.65,0.557,0.674,-7.762,129.285,0.312,10s
Trevor Daniel,Falling,4TnjEaWOeW0eKTKIEvJyCa,0.784,0.43,0.123,-8.756,127.087,0.0364,10s
Chris Brown,Pills & Automobiles,4YkwUfWSIxdKNLDXw0caFO,0.82,0.696,0.119,-4.918,144.981,0.182,10s
Jason Derulo,Trumpets,5KONnBIQ9LqCxyeSPin26k,0.635,0.691,0.555,-4.862,82.142,0.258,10s
Nick Jonas,Close,3lSDIJ2abCrOdDJ6pshUap,0.653,0.623,0.253,-5.273,123.999,0.082,10s
Kelly Rowland,Motivation,4Cv5dkUBqepa0siwGREihD,0.721,0.668,0.176,-5.561,140.919,0.0505,10s
TK Kravitz,Ocean (feat. Jacquees),2yI8omCrTAyrTcK7NRppu7,0.709,0.264,0.268,-17.696,133.858,0.186,10s
Ciara,Level Up,5ubwXXOsH9bUhZsQ0Cybha,0.746,0.825,0.0142,-4.666,152.914,0.169,10s
Kehlani,Gangsta,1W7zkKgRv9mrLbfdQ8XyH3,0.439,0.447,0.111,-8.318,121.48,0.0436,10s
Miguel,Adorn,25cUhiAod71TIQSNicOaW3,0.625,0.576,0.0543,-5.693,179.063,0.175,10s
The Weeknd,In The Night,25KybV9BOUlvcnv7nN3Pyo,0.505,0.68,0.0796,-4.99,168.021,0.0713,10s
Jay Sean,Down,7LP4Es66zdY7CyjepqmvAg,0.663,0.693,0.0149,-4.505,66.002,0.0311,10s
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,0.663,0.861,0.0338,-3.398,119.963,0.109,10s
Little Mix,Black Magic,5y6pj7OeBFF0CVgZKhRbOG,0.777,0.895,0.0348,-4.464,111.987,0.0618,10s
The Weeknd,Sidewalks,4h90qkbnW1Qq6pBhoPvwko,0.542,0.721,0.147,-5.136,149.831,0.0625,10s
Rihanna,Rude Boy,60jzFy6Nn4M0iD1d94oteF,0.563,0.75,0.113,-4.496,173.906,0.127,10s
Tinashe,2 On (feat. ScHoolboy Q),3jVtllWS5CFFWLQng8sKsr,0.742,0.595,0.15,-7.51,101.013,0.107,10s
Big Sean,Moves,0Fv5N0cHBsl4bzCbollCAS,0.789,0.53,0.0541,-6.2,75.515,0.293,10s
Jacquees,At The Club,0NqZ65jPelNB13gzsvH2Ma,0.795,0.668,0.124,-7.288,92.029,0.093,10s
Montell Jordan,This Is How We Do It,6uQKuonTU8VKBz5SHZuQXD,0.799,0.63,0.0159,-9.279,103.647,0.0748,90s
The Weeknd,Secrets,00NAQYOP4AmWR549nnYJZu,0.665,0.771,0.0155,-5.779,109.945,0.0533,10s
The Weeknd,Dark Times,6J7PIkhtHwmFjPLq0SyuPj,0.501,0.403,0.114,-9.607,132.608,0.0752,10s
Zara Larsson,Lush Life,1rIKgCH4H52lrvDcz50hS8,0.694,0.712,0.133,-3.923,98.022,0.046,10s
Rihanna,S&M,2u02eLj96Atd6TBxkH9YvN,0.764,0.673,0.0156,-4.946,127.941,0.0437,10s
Trey Songz,Nobody Else But You,1HOUzEsetdIPSpAgRPhZQt,0.708,0.612,0.0381,-6.379,139.913,0.122,10s
Jason Derulo,Whatcha Say,67T6l4q3zVjC5nZZPXByU8,0.615,0.711,0.0444,-5.507,144.036,0.0779,10s
Demi Lovato,Cool for the Summer,2zFF6jG5hQArbzcXz3KUWk,0.584,0.614,0.00506,-5.587,114.075,0.0363,10s
K CAMP,Comfortable,2BqQQXuBOuhaWeUP7okEx0,0.775,0.417,0.72,-8.895,109.956,0.0974,10s
Solange,Cranes in the Sky,48EjSdYh8wz2gBxxqzrsLe,0.719,0.615,0.408,-5.972,96.988,0.045,10s
Kelly Clarkson,Stronger (What Doesn't Kill You),6D60klaHqbCl9ySc8VcRss,0.562,0.939,0.046,-4.282,116.044,0.0475,10s
Iggy Azalea,Fancy,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,0.0904,-4.141,94.981,0.0697,10s
The Weeknd,Six Feet Under,4mU5iXHeLgbR94siF7p1sY,0.772,0.504,0.129,-8.219,140.035,0.0761,10s
Aloe Blacc,The Man,2stPxcgjdSImK7Gizl8ZUN,0.308,0.769,0.0331,-7.256,81.853,0.065,10s
Usher,I Don't Mind (feat. Juicy J),7aXuop4Qambx5Oi3ynsKQr,0.87,0.464,0.205,-8.337,112.974,0.178,10s
Bryson Tiller,Sorry Not Sorry,16bHRxM89ue0TiCKARYbRp,0.664,0.608,0.0477,-6.093,97.933,0.214,10s
Sevyn Streeter,It Won't Stop (feat. Chris Brown),2xRYnHQdLD9ketvC01UYYT,0.657,0.574,0.016,-9.484,119.992,0.0407,10s
Jeremih,Don't Tell 'Em,0Dc7J9VPV4eOInoxUiZrsL,0.851,0.525,0.421,-5.221,97.988,0.0874,10s
K-Ci & JoJo,All My Life,5GorFaKkP2mLREQvhSblIg,0.634,0.528,0.117,-8.834,128.0,0.0309,90s
Fifth Harmony,Worth It,41Fflg7qHiVOD6dEPvsCzO,0.884,0.765,0.063,-3.865,99.987,0.0882,10s
Trey Songz,Bottoms Up - feat. Nicki Minaj,2IpGdrWvIZipmaxo1YRxw5,0.845,0.601,0.0205,-5.283,74.008,0.161,10s
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),0fgZUSa7D7aVvv3GfO0A1n,0.733,0.676,0.0697,-5.655,97.448,0.0432,10s
Whitney Houston,I Have Nothing,31er9IGsfFbwqy1pH4aiTP,0.54,0.401,0.576,-10.499,152.974,0.0364,90s
Marc E. Bassy,You & Me,7yCqehT9dKACTFy7YugP0J,0.696,0.632,0.0459,-8.307,85.091,0.154,10s
Mariah Carey,Fantasy,6xkryXuiZU360Lngd4sx13,0.671,0.727,0.139,-7.585,102.358,0.035,90s
The Weeknd,Tell Your Friends,1mhVXWduD8ReDwusfaHNwU,0.565,0.454,0.265,-11.091,74.809,0.0461,10s
B.o.B,Nothin' on You (feat. Bruno Mars),59dLtGBS26x7kc0rHbaPrq,0.688,0.853,0.386,-5.814,103.993,0.0493,10s
Jason Derulo,Want to Want Me,7oGZAicScQt96OAW4AruYy,0.775,0.68,0.00906,-5.508,114.025,0.0629,10s
